county,State,per capita income,median household income,median family income,population,number of households,County_State,Counts,website_count,OrganicYN,BakedgoodsYN,CheeseYN,CraftsYN,FlowersYN,EggsYN,SeafoodYN,HerbsYN,VegetablesYN,HoneyYN,JamsYN,MapleYN,MeatYN,NurseryYN,NutsYN,PlantsYN,PoultryYN,PreparedYN,SoapYN,TreesYN,WineYN,CoffeeYN,BeansYN,FruitsYN,GrainsYN,JuicesYN,MushroomsYN,PetFoodYN,TofuYN,WildHarvestedYN
Dolores,Colorado,"$22,880 ","$37,750 ","$51,875 ","1,709",780,"Dolores, Colorado",1,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Lincoln,Nevada,"$22,879 ","$40,143 ","$48,816 ","5,296","1,969","Lincoln, Nevada",3,0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan,Ohio,"$22,878 ","$47,542 ","$53,810 ","45,678","18,143","Logan, Ohio",1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Beaverhead,Montana,"$22,872 ","$41,614 ","$54,294 ","9,278","4,110","Beaverhead, Montana",1,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Ravalli,Montana,"$22,872 ","$38,688 ","$51,272 ","40,423","16,848","Ravalli, Montana",4,1,1.0,4.0,1.0,4.0,2.0,4.0,0.0,4.0,4.0,3.0,4.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0
Montgomery,Iowa,"$22,868 ","$44,281 ","$53,586 ","10,625","4,553","Montgomery, Iowa",1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bell,Texas,"$22,857 ","$50,060 ","$58,115 ","316,144","104,049","Bell, Texas",3,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Muscogee,Georgia,"$22,856 ","$41,339 ","$50,999 ","194,949","72,243","Muscogee, Georgia",1,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Callahan,Texas,"$22,855 ","$44,902 ","$57,957 ","13,535","5,201","Callahan, Texas",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waldo,Maine,"$22,853 ","$42,221 ","$52,614 ","38,819","16,448","Waldo, Maine",8,4,4.0,3.0,2.0,2.0,4.0,3.0,2.0,5.0,3.0,2.0,4.0,2.0,3.0,0.0,0.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0
LaPorte,Indiana,"$22,852 ","$47,538 ","$58,674 ","111,310","42,690","LaPorte, Indiana",4,2,2.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0
Wasco,Oregon,"$22,844 ","$43,765 ","$53,598 ","25,281","9,612","Wasco, Oregon",4,2,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
Burnett,Wisconsin,"$22,843 ","$39,564 ","$47,404 ","15,449","7,354","Burnett, Wisconsin",4,0,1.0,4.0,0.0,4.0,2.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0
Mercer,Pennsylvania,"$22,831 ","$44,301 ","$55,943 ","116,059","46,187","Mercer, Pennsylvania",4,3,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Walton,Georgia,"$22,824 ","$52,369 ","$60,249 ","84,397","29,520","Walton, Georgia",2,1,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Harper,Kansas,"$22,820 ","$38,313 ","$48,333 ","5,951","2,595","Harper, Kansas",2,0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brooke,West Virginia,"$22,815 ","$42,493 ","$55,605 ","23,932","9,968","Brooke, West Virginia",2,1,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandusky,Ohio,"$22,799 ","$46,140 ","$56,634 ","60,619","23,906","Sandusky, Ohio",1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Teton,Montana,"$22,799 ","$43,327 ","$54,196 ","6,063","2,303","Teton, Montana",1,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kittitas,Washington,"$22,796 ","$42,982 ","$63,929 ","41,291","16,538","Kittitas, Washington",2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
Van Wert,Ohio,"$22,790 ","$45,355 ","$57,364 ","28,685","11,442","Van Wert, Ohio",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Presque Isle,Michigan,"$22,788 ","$39,652 ","$46,601 ","13,234","6,253","Presque Isle, Michigan",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clark,Ohio,"$22,780 ","$43,136 ","$54,149 ","137,763","54,963","Clark, Ohio",2,2,1.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
Richland,Wisconsin,"$22,778 ","$45,271 ","$55,208 ","17,911","7,343","Richland, Wisconsin",2,2,2.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Maury,Tennessee,"$22,766 ","$45,336 ","$55,558 ","81,821","32,144","Maury, Tennessee",1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Grant,New Mexico,"$22,755 ","$37,899 ","$45,616 ","29,471","12,216","Grant, New Mexico",2,1,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Crawford,Iowa,"$22,748 ","$46,548 ","$57,067 ","17,205","6,300","Crawford, Iowa",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henderson,Kentucky,"$22,746 ","$41,940 ","$54,654 ","46,303","18,787","Henderson, Kentucky",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasquotank,North Carolina,"$22,745 ","$46,053 ","$55,554 ","40,419","14,399","Pasquotank, North Carolina",2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweet Grass,Montana,"$22,743 ","$45,938 ","$58,462 ","3,640","1,304","Sweet Grass, Montana",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cass,Michigan,"$22,743 ","$44,346 ","$55,053 ","52,212","19,663","Cass, Michigan",2,2,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Defiance,Ohio,"$22,739 ","$47,593 ","$55,802 ","38,911","15,203","Defiance, Ohio",3,3,1.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yadkin,North Carolina,"$22,726 ","$40,371 ","$50,372 ","38,217","14,926","Yadkin, North Carolina",2,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Alcona,Michigan,"$22,719 ","$37,189 ","$45,424 ","10,785","4,863","Alcona, Michigan",4,1,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Paulding,Ohio,"$22,714 ","$44,861 ","$58,225 ","19,441","7,730","Paulding, Ohio",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shiawassee,Michigan,"$22,713 ","$46,217 ","$53,971 ","69,910","27,485","Shiawassee, Michigan",8,5,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
Accomack,Virginia,"$22,703 ","$39,328 ","$48,708 ","33,289","14,333","Accomack, Virginia",3,2,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0
Manistee,Michigan,"$22,702 ","$41,551 ","$49,708 ","24,626","10,571","Manistee, Michigan",1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Camden,Georgia,"$22,701 ","$51,990 ","$60,101 ","50,799","18,386","Camden, Georgia",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wyoming,New York,"$22,700 ","$51,100 ","$62,490 ","41,923","15,624","Wyoming, New York",4,2,1.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
Wapello,Iowa,"$22,699 ","$41,425 ","$51,694 ","35,469","14,534","Wapello, Iowa",3,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Henry,Iowa,"$22,687 ","$46,376 ","$58,504 ","20,188","7,493","Henry, Iowa",1,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dale,Alabama,"$22,685 ","$44,889 ","$56,132 ","50,102","19,345","Dale, Alabama",2,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Union,Oregon,"$22,684 ","$42,542 ","$51,973 ","25,741","10,235","Union, Oregon",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Vernon,Wisconsin,"$22,680 ","$45,488 ","$57,070 ","30,002","11,790","Vernon, Wisconsin",4,3,2.0,3.0,0.0,3.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0
Montgomery,Indiana,"$22,679 ","$46,797 ","$53,218 ","38,215","14,590","Montgomery, Indiana",1,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Harrison,Mississippi,"$22,677 ","$43,124 ","$51,941 ","190,756","72,253","Harrison, Mississippi",7,2,2.0,4.0,3.0,1.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,1.0,2.0,0.0,3.0,4.0,1.0,2.0,3.0,4.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0,0.0,1.0
Roberts,South Dakota,"$22,670 ","$47,191 ","$57,684 ","10,210","3,646","Roberts, South Dakota",1,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambria,Pennsylvania,"$22,659 ","$41,730 ","$54,630 ","142,448","58,208","Cambria, Pennsylvania",4,3,1.0,3.0,2.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaston,North Carolina,"$22,658 ","$42,017 ","$51,851 ","207,263","79,450","Gaston, North Carolina",5,4,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,0.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Bonneville,Idaho,"$22,657 ","$50,872 ","$58,034 ","105,580","36,066","Bonneville, Idaho",1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Lee,Iowa,"$22,649 ","$42,469 ","$55,274 ","35,736","14,241","Lee, Iowa",4,2,0.0,3.0,2.0,2.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Kershaw,South Carolina,"$22,638 ","$43,765 ","$52,593 ","61,918","24,084","Kershaw, South Carolina",1,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Tuscaloosa,Alabama,"$22,637 ","$45,408 ","$58,922 ","196,824","67,882","Tuscaloosa, Alabama",2,2,1.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Osage,Missouri,"$22,629 ","$51,408 ","$61,660 ","13,842","5,168","Osage, Missouri",1,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mackinac,Michigan,"$22,622 ","$38,704 ","$47,542 ","11,099","5,000","Mackinac, Michigan",2,0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tioga,Pennsylvania,"$22,621 ","$44,187 ","$52,998 ","42,267","17,058","Tioga, Pennsylvania",2,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,Kansas,"$22,621 ","$42,515 ","$55,034 ","5,763","2,487","Washington, Kansas",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jackson,Michigan,"$22,613 ","$46,615 ","$57,263 ","160,126","60,100","Jackson, Michigan",3,2,0.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Latimer,Oklahoma,"$22,603 ","$40,970 ","$49,894 ","11,034","4,160","Latimer, Oklahoma",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huntington,Indiana,"$22,601 ","$46,148 ","$57,067 ","37,044","14,138","Huntington, Indiana",3,1,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Surry,Virginia,"$22,600 ","$47,292 ","$59,331 ","6,922","2,602","Surry, Virginia",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Joaquin,California,"$22,589 ","$53,380 ","$59,900 ","693,177","215,563","San Joaquin, California",14,10,7.0,8.0,2.0,4.0,4.0,3.0,1.0,6.0,8.0,5.0,5.0,1.0,0.0,0.0,4.0,4.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
Vermilion,Louisiana,"$22,589 ","$44,665 ","$54,061 ","58,394","21,765","Vermilion, Louisiana",1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amherst,Virginia,"$22,580 ","$44,945 ","$56,802 ","32,244","12,680","Amherst, Virginia",1,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
Jackson,Indiana,"$22,568 ","$46,501 ","$56,297 ","42,769","16,713","Jackson, Indiana",2,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Trumbull,Ohio,"$22,568 ","$42,880 ","$53,975 ","208,792","86,246","Trumbull, Ohio",3,2,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Potter,Pennsylvania,"$22,564 ","$41,547 ","$50,755 ","17,487","7,077","Potter, Pennsylvania",2,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sheridan,Nebraska,"$22,551 ","$38,548 ","$44,859 ","5,390","2,380","Sheridan, Nebraska",2,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davidson,North Carolina,"$22,549 ","$43,083 ","$54,218 ","162,975","64,580","Davidson, North Carolina",3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crawford,Wisconsin,"$22,549 ","$42,235 ","$57,472 ","16,578","6,772","Crawford, Wisconsin",4,1,1.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0
Morrill,Nebraska,"$22,543 ","$43,886 ","$50,365 ","4,958","2,037","Morrill, Nebraska",1,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jackson,West Virginia,"$22,527 ","$40,376 ","$53,355 ","29,229","11,459","Jackson, West Virginia",1,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wayne,Illinois,"$22,526 ","$43,605 ","$54,060 ","16,674","7,063","Wayne, Illinois",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cumberland,New Jersey,"$22,524 ","$50,750 ","$60,388 ","157,342","50,676","Cumberland, New Jersey",2,2,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
Darke,Ohio,"$22,511 ","$43,425 ","$53,929 ","52,666","20,776","Darke, Ohio",1,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Beauregard,Louisiana,"$22,509 ","$46,385 ","$59,364 ","35,891","12,948","Beauregard, Louisiana",3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mobile,Alabama,"$22,501 ","$43,028 ","$52,234 ","413,188","155,178","Mobile, Alabama",4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
